,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
4065,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,2618.158787571472
4066,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,17132.527119700728
4067,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,6373.741729480012
4068,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,716.1743381435025
4069,1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,11687.877777094916
4070,0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,2366.5303842040385
4071,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7701.85834941624
4072,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,414.1948650151201
4073,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1573.8440301189019
4074,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,6377.463826873235
4075,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2103.575377155705
4076,2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,9205.023982887442
4077,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,3904.38822727793
4078,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,3550.5544601622105
4079,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,7865.874770742189
4080,0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,913.0339379757721
4081,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,918.6917161839109
4082,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4375.495611442229
4083,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,6023.371982202276
4084,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3139.609103814767
4085,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1642.150292187569
4086,1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,4431.746432436415
4087,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1041.9317127654174
4088,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,460.7709802909641
4089,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,3220.9621478977288
4090,1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,14500.969841988619
4091,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,12152.022696480784
4092,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,1123.3885384365478
4093,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,1882.139524494784
4094,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2299.6512382052815
4095,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,1195.681312505437
4096,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,7766.252639417007
4097,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,554.1023685729286
4098,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,848.7693655863102
4099,1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,9334.304934173237
4100,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1655.992042585992
4101,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,1712.9070114568913
4102,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4198.995810087711
4103,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,8031.269856017446
4104,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,4299.8030048075025
4105,1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,4976.182335689925
4106,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,3865.669046424233
4107,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1887.4331163892855
4108,1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,4157.242755556388
4109,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,2585.881961487065
4110,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,4580.209431100436
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1141.2576856327144
4112,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1284.7804156376717
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,1054.25425481392
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,5103.5626118423
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1598.220331124123
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,470.65805838744467
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,8070.47098871502
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,13679.320690546845
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,10547.561754940472
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,10575.998948873043
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3042.108246999328
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,4735.65753751903
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,602.5019054024868
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,1326.5820996203195
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,4410.965799038399
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,558.199006980119
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,4511.5057140162535
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,1760.0062592545664
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,1083.0093983018014
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,617.7528873618899
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,3508.453281421187
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2632.4249507516
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,910.0503387437223
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,860.350457259353
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,13146.76557121087
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,505.2086951187232
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4113.020693577517
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1349.4870740772296
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9391.1533424482
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,4426.82898805964
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,1435.1675813299717
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2123.61140122621
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,4627.988206300952
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,4996.962367966269
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,6956.774253472723
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,727.2710648481957
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,3292.225486067764
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1356.0605205232785
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,5178.023126725973
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,3817.104988669777
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,6978.070472423802
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,10004.52005716165
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1521.0925791501834
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,857.1603351707234
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,473.78183987983346
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,602.4009380011817
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,823.7487999028905
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,3025.512600048404
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,6951.899509391229
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,771.2343583559057
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1958.0724210517592
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,9826.840537591528
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,6610.171879129726
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2382.8005833863504
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,13888.2593039099
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,3796.7547159212763
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1716.1693945717502
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3042.1511413083035
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,21726.683340826636
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,558.9622105962707
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,524.2804321786273
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,1151.6768049863479
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,2290.2554549387546
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,7578.827024830427
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,15539.42834416684
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,10702.040974113232
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,986.5297502996203
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,3008.801950788052
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,7735.557041855429
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,4068.1127115489066
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2366.342250590927
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,1058.3172429852425
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,4899.434706916984
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1456.8049968627408
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,2060.757345940611
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,5001.034753564015
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,771.2740654342226
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1048.1804603799515
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,347.78115845129645
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,5437.730647743645
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,3371.5737373843695
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,476.4938036550656
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,672.4034894027026
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,475.14538774402655
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3295.6985766615885
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9621.167563124303
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2223.9457710949628
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,538.4306110874868
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,6587.999760157706
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,6874.508884209555
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,5237.474416611484
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,9167.36900179817
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2259.548103341885
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,2029.0036025519344
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,11238.352291261765
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,528.1861151473432
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,6526.446018697558
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,756.8526407615386
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,1070.1419304651042
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,6886.713087439905
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,1041.3016261788518
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,5667.86156794078
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,8076.361033851331
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,8974.72119346822
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,9083.07250633818
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,2636.5929284552676
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,543.6666766842493
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,2957.608415278562
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1539.0244742321222
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2541.4054231135283
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3270.862240901082
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,9782.532184322232
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1759.4218703598276
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,2150.908667573991
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,1983.3554068199303
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,5267.018540182229
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,836.6236786615667
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,573.9803613121599
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1123.5127525968908
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,397.06372765089486
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,882.4520592469263
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2278.9992269188915
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,554.1491856670932
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,6233.572103028284
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,3927.5261521819402
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1406.8821918854003
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5433.809761698474
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,5931.557404953981
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,16344.52139559842
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,15921.570234521052
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,5553.337352600252
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,4684.781850877344
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,3958.3801997022824
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,3128.789338979775
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1462.9814448177763
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1722.164794848368
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,6838.293637680888
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,430.88012166411295
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,10760.904749127549
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,15044.775233049371
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,1849.6164243975788
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3377.5988392563095
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,1623.6976942028552
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,909.7980878407652
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,4870.625153954316
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,17175.357569736287
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,698.6149294579816
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,791.8390890217006
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,10328.812608527074
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,5413.935511489649
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,681.9645657345143
4262,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,5724.894079280285
4263,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2104.372036414809
4264,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,610.449660154263
4265,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,2377.1741610530394
4266,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,1312.3320653883527
4267,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,4307.2447431924065
4268,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,1033.949267059552
4269,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,9955.500816602562
4270,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2110.556982868182
4271,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,7724.469515867557
4272,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,380.38272863561565
4273,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,357.9017830421824
4274,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,4406.241711483955
4275,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,1478.3562615579792
4276,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,7234.762731252038
4277,2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,13734.053100875244
4278,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,2274.5165565787083
4279,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,1549.0016029559215
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,774.4835139637202
4281,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,2046.4156984417787
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,6432.271236975782
4283,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,10656.489468421203
4284,1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,4197.354380789777
4285,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,5551.786287343114
4286,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,817.376070657729
4287,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7485.925071277145
4288,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,596.8030568672749
4289,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,2761.001887383332
4290,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,665.835770966801
4291,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,5187.25917227834
4292,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,2188.862617105743
4293,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,1182.6808991932662
4294,1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,5341.819320748677
4295,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,6385.855116826772
4296,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,2867.425713255886
4297,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,8492.729252785999
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1257.8836984472966
4299,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,2171.0316789869717
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1252.254085921999
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,2258.1413877546943
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,518.3461355110644
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,1037.2953087560632
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1777.889297486853
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,827.8086655181676
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,7727.293445158578
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,2138.855052449165
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,1488.2935898559706
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1476.897567739442
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,2606.227387377993
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,5781.532645369157
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,15241.632594532479
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,10469.540232404228
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,5408.229232697728
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,969.1843469569438
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,698.1529735317775
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,1088.2825565728422
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,604.105813714285
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,7889.262780326591
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,667.8652839942504
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,9461.778678521412
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,2308.6490521583223
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,873.0136390362126
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,2596.417792441839
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,5105.7780430554485
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,4226.485762076076
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,745.4257442957395
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,640.3382681490406
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,4576.574299901355
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,4531.832216423772
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,645.1221370845993
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,5367.789159602814
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,694.7584952635283
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,9702.754800958242
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,3720.068627833044
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,5924.5265440208295
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,4119.260026016235
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,2706.4388626345826
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,2780.293849259227
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1840.773524228047
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,963.2444351691048
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,5167.687892239623
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,1986.7275442054033
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,4773.316219630837
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,1807.4536258595201
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,438.6043848365541
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,6622.39971631839
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,749.4029338680156
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,3543.2425045722916
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,5637.217484535828
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,6758.381133593805
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,18381.455060137883
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,1535.6671755084058
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,2715.027489000558
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2421.693698831124
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,9215.606322080737
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,9060.290077924426
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,5160.562378442258
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,3622.36616205857
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,12991.355804411869
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1379.2417999805964
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,3933.1075637008917
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,3251.676451920122
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,662.4002332318987
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,1109.220288739541
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,595.8011034912646
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,2051.7102090096205
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,715.6263756474164
