,carat,cut,color,clarity,depth,table,x,y,z,clarity_mod,color_mod,cut_mod,price_predicted
4032,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,4,1,4,2979.13463801612
4033,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,3,5,4,515.7344569510105
4034,1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,2,5,4,10581.378328118635
4035,0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,5,5,2,863.8675413689925
4036,0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,2,4,1,-167.74964470700888
4037,1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,2,4,2,7109.47798529877
4038,1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,1,5,3,4997.697297418636
4039,1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,2,4,2,5057.929100826529
4040,0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,1,4,1,1874.6734254838252
4041,0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,5,4,2,1699.2534086774067
4042,1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,1,5,3,9529.34140852746
4043,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,3,2,2,4057.385479355411
4044,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,2,5,4,397.8381889331349
4045,1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,7,3,3,7808.9524911808285
4046,0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,3,3,4,128.87861720673754
4047,1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,1,5,3,6547.1972962680775
4048,1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,1,6,3,5562.767308975784
4049,0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,3,3,4,-45.24151716271808
4050,1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,5,5,4,7908.555278838408
4051,0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,2,0,4,1698.0078516844242
4052,1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,1,4,4,5760.439850045104
4053,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,5,1,3,12367.062640893002
4054,1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,2,4,3,5152.725893585755
4055,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,2,2,4,4036.232973537929
4056,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,2,5,4,3519.135310681553
4057,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,4,4,3,3792.5743664969677
4058,1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,1,3,3,6204.892591040399
4059,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,5,4,4,3527.6101249813696
4060,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,3,5,4,556.3862106956158
4061,0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,5,4,2,2599.4402498526806
4062,0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,6,6,2,1696.5784888668468
4063,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,4,3,2,48.59771998332826
4064,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,2,6,2,4371.49866934018
4065,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,1,5,4,3166.898577435251
4066,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,1,4,3,15378.298731594386
4067,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,6,2,2,6599.277416757708
4068,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,2,5,3,202.19520222251958
4069,1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,5,1,3,10287.718945950059
4070,0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,7,4,4,3715.9410754409255
4071,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,4,2,4,7431.503485346261
4072,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,4,0,3,-865.9191067588881
4073,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,2,5,3,1425.0046892696278
4074,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,5,6,4,6750.265532691558
4075,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,3,5,2,2476.058440733461
4076,2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,0,2,2,12837.904521458468
4077,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,2,5,0,4261.676036260346
4078,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,3,3,4,3748.094504223399
4079,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,1,4,3,8610.543440927313
4080,0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,1,4,2,56.44871651177755
4081,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,3,4,4,728.4066447009609
4082,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,3,2,3,4341.112314325218
4083,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,3,1,2,6368.037041857965
4084,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,2,3,2,3097.770835255992
4085,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,2,5,3,1508.817363528885
4086,1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,3,1,2,4851.782466560034
4087,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,3,4,4,887.9299192781459
4088,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,3,1,2,-1022.300593018711
4089,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,4,3,4,3601.183355586718
4090,1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,4,2,2,12039.87527207817
4091,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,2,5,2,11061.123308024908
4092,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,1,3,4,482.44380816788225
4093,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,5,4,4,2550.8321235528874
4094,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2,2,3,2073.3441130089623
4095,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,2,5,2,780.5147338074776
4096,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,4,2,4,7517.265104139665
4097,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,2,6,2,-47.01176508514891
4098,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,2,4,1,-38.98397014222246
4099,1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,2,2,3,9316.44885760033
4100,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,2,6,4,1999.294906213615
4101,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,2,6,4,2089.0877079314128
4102,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,3,3,2,4276.527993475365
4103,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,5,5,4,7599.231887511211
4104,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,1,4,4,5023.45048321835
4105,1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,1,3,3,5639.934308350866
4106,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,4,3,0,4138.545338690727
4107,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,4,3,4,2094.1538058820574
4108,1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,1,0,4,6017.62624522385
4109,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,3,3,2,2645.6612115043467
4110,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,5,2,1,4895.896523668253
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,4,5,4,1541.962530243245
4112,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,5,4,3,1701.84726258522
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,4,5,3,1412.4496942166334
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,1,6,2,6171.50992354296
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,6,2,1,2007.52515473545
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,5,5,2,774.814501893241
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,7,6,1,8009.904468232262
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,3,1,2,12876.517691608147
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,6,0,3,10762.190582592437
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,1,0,3,13778.99552578221
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,2,3,4,3170.253973539858
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,2,3,4,4979.478586055959
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,2,6,4,299.8150648955907
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,6,5,2,2372.0688000247974
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,1,3,4,5144.5399886962905
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,4,2,3,-187.2825994837076
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,1,6,3,5548.686274967902
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,1,2,2,1431.403503116073
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,1,3,3,180.34834713799273
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,5,3,1,374.7989296067017
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,3,5,4,3978.042362067389
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,4,5,2,3218.4576375772785
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,2,5,1,195.2620237715778
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,4,2,2,377.46665521596606
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,4,6,3,10396.311964105711
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,3,1,3,-891.0250258610076
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,3,2,3,4177.346496238537
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,6,5,3,2545.9435386376936
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,1,6,2,10135.683029932685
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,1,5,3,5277.911336765991
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,1,5,2,1372.550990813099
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,3,5,2,2332.062082998229
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,2,5,0,5153.126619944669
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,3,2,3,5100.052620288409
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,5,4,4,6865.221793074805
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,1,4,2,-303.5118482907683
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,0,3,2,4714.07782840468
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,2,6,1,1359.4926810919396
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,2,5,3,5502.417138550566
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,4,3,2,4129.28640237925
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,1,4,4,7537.921206622031
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,3,3,2,9199.89883650678
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,3,2,2,932.9029506480902
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,3,3,1,-132.96926219834313
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,5,3,4,477.76069194467254
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,2,6,4,393.4357266036386
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,5,4,4,1263.0877074574637
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,4,6,4,3899.239314650599
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,6,2,3,6935.979011639378
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,3,2,4,-14.22904519394433
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1,3,3,1839.8960804999397
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,2,1,2,10564.292224248331
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,5,3,3,6508.545643007554
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,4,1,2,2551.1313537854057
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,5,3,2,11124.52051569822
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,1,6,1,4803.295294487417
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,3,6,4,2237.3340305254505
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3,5,4,3604.5653895645146
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,2,1,3,18686.624318024427
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,1,3,3,-846.5492149743395
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,1,4,2,-970.0357610639003
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,1,5,2,845.1314093975029
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,4,5,4,2943.3499483278065
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,4,3,3,6972.154888479173
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,1,4,2,14719.587631226383
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,3,2,4,9857.606661149703
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,6,4,4,1903.681467209929
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,2,0,1,3894.0289192682712
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,5,2,4,7468.320984199033
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,2,2,1,4278.830942350489
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,4,1,1,2493.239497627123
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,7,3,3,2016.7125156690436
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,1,2,3,5845.430410598861
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,3,2,4,1161.2522694663644
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,4,1,3,1977.9856298138925
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,2,4,3,5228.9415890110195
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,1,5,2,-128.0089310455569
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,2,1,1,-268.8333969848027
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,1,1,4,-1709.2811894222596
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,0,2,3,7998.299387380142
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,1,2,1,3970.050998126929
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,6,2,3,479.44597670874373
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,6,2,1,556.5348356320646
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,5,2,4,259.0595624007565
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3,6,2,3790.723359518503
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,4,1,1,9716.124544351605
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,1,5,2,2462.792236643113
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,3,3,1,-547.3378351158535
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,4,4,4,6409.635008249934
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,4,6,3,6883.841363836745
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,3,1,2,5694.517476346627
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,6,4,2,8369.14837888429
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,1,3,4,2313.902747637435
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,6,2,3,2592.3540252100543
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,3,2,3,10052.99083336154
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,1,6,4,-41.14530507696327
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,5,3,3,6434.4564403843415
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,5,5,4,1419.846834156121
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,3,6,2,1170.2848990205139
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,4,2,4,6791.45325978141
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,4,2,4,759.7897022444349
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,2,2,4,6057.399044318634
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,5,5,4,7475.599459246323
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,0,3,0,12933.832398100267
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,6,4,4,8413.153470181867
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,5,3,3,3170.695399655086
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,4,1,4,-213.95058473247627
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,1,3,1,3142.4766628056705
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,5,5,3,2357.5100143312184
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,1,1,2,2686.7134686518675
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3,5,3,3638.6528380310847
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,3,2,1,9334.870772894206
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,5,3,3,2164.0691375878428
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,3,6,3,2592.410430820498
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,3,6,4,2573.29466669567
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,3,2,4,5365.563831640067
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,7,5,1,1978.3003862870328
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,1,5,4,-357.1750224578991
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1,4,4,607.541752885149
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,1,3,4,-1237.536435928716
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,2,4,4,393.81535679618855
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2,3,2,2003.0158586588418
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,2,6,1,-101.0145312996492
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,2,3,1,6418.717408697025
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,3,5,2,4260.750488158454
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,4,3,0,1118.0911992266256
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,2,5,2,5662.179032295724
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,1,2,3,6834.291668843274
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,2,2,2,14390.680731724473
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,3,1,2,13997.598253278356
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,3,2,4,5793.328921729354
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,3,4,3,4812.413361541224
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,1,3,4,4767.562550975921
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,3,5,3,3454.410073852804
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,2,5,4,1295.7634981328356
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,4,2,3,1516.205235022372
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,2,6,4,7107.453372728053
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,2,1,4,-1235.3080223534134
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,1,0,3,13941.555509471418
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,2,5,4,12483.527058945618
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,2,4,0,1550.4525562987078
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,2,5,3,3655.7354802130512
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,4,4,2,1765.2096522605784
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,6,5,2,1792.5836457693258
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,1,5,4,5708.362604040647
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,1,2,0,17806.383268063542
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,3,6,4,895.7891754448274
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,7,0,4,1360.5361609070437
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,4,4,3,8902.703494104317
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,2,5,3,5601.380143550204
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,2,3,4,-198.08406717869093
4262,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,1,6,3,6600.353471136629
4263,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,1,5,2,2140.1155391731872
4264,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,3,5,3,303.9796203344931
4265,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,1,6,4,2994.7672546261633
4266,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,6,4,3,2186.216970175813
4267,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,1,1,3,5360.9031137648235
4268,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,6,5,4,2220.375420467023
4269,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,2,3,3,9407.68405225344
4270,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,1,4,2,2241.06705899196
4271,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,5,5,4,7445.6018627736385
4272,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,3,1,2,-1200.794126986013
4273,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,2,0,4,-1588.0501250905118
4274,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,1,6,2,5367.297794860342
4275,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,1,1,1,861.1528710835237
4276,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,1,5,2,7828.861002352784
4277,2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,3,0,2,14380.958147882178
4278,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,2,3,0,2096.695884126626
4279,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,1,5,4,1563.4949614307784
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,4,6,4,1394.1892895093074
4281,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,5,3,4,2539.967769802397
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,4,4,3,6222.4629198736475
4283,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,5,3,4,9096.538582768004
4284,1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,2,2,2,4498.077994958737
4285,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,2,2,4,5935.008258013819
4286,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,6,5,4,1921.5854538381527
4287,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,2,2,4,7643.123756985444
4288,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,2,2,3,-834.3792838659037
4289,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,6,0,2,3756.7014465476245
4290,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,2,1,1,-1045.5552882943202
4291,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,2,6,1,5731.724378680886
4292,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,3,0,2,2293.74517104009
4293,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,5,5,4,1989.3889881920786
4294,1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,2,4,2,5638.977080434829
4295,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,5,2,4,6321.013241765885
4296,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,2,6,4,3423.004554014923
4297,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,2,1,4,9023.402848334374
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,4,5,4,1747.7117512622153
4299,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,1,5,3,2419.6301965479224
